record_id,source_work,source_role,native_id,native_unit,inventory_bucket,repository,commit,definition_path,source_url,native_aliases_or_variants,asset_reference_paths,lineage,canonical_status,runtime_validation,extraction_note
robocasa::SetupSodaBowl,RoboCasa / RoboCasa365,native_benchmark,SetupSodaBowl,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SetupWineGlasses,RoboCasa / RoboCasa365,native_benchmark,SetupWineGlasses,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::ShakePan,RoboCasa / RoboCasa365,native_benchmark,ShakePan,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SimmeringSauce,RoboCasa / RoboCasa365,native_benchmark,SimmeringSauce,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SizeSorting,RoboCasa / RoboCasa365,native_benchmark,SizeSorting,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SlideDishwasherRack,RoboCasa / RoboCasa365,native_benchmark,SlideDishwasherRack,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SlideOvenRack,RoboCasa / RoboCasa365,native_benchmark,SlideOvenRack,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SlideToasterOvenRack,RoboCasa / RoboCasa365,native_benchmark,SlideToasterOvenRack,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SnackSorting,RoboCasa / RoboCasa365,native_benchmark,SnackSorting,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SoakSponge,RoboCasa / RoboCasa365,native_benchmark,SoakSponge,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SortBreakfastIngredients,RoboCasa / RoboCasa365,native_benchmark,SortBreakfastIngredients,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,docs/composite_tasks/task_attributes.json,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/docs/composite_tasks/task_attributes.json,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SortingCleanup,RoboCasa / RoboCasa365,native_benchmark,SortingCleanup,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SpicyMarinade,RoboCasa / RoboCasa365,native_benchmark,SpicyMarinade,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StackBowlsCabinet,RoboCasa / RoboCasa365,native_benchmark,StackBowlsCabinet,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StackBowlsInSink,RoboCasa / RoboCasa365,native_benchmark,StackBowlsInSink,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StackCans,RoboCasa / RoboCasa365,native_benchmark,StackCans,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StartCoffeeMachine,RoboCasa / RoboCasa365,native_benchmark,StartCoffeeMachine,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StartElectricKettle,RoboCasa / RoboCasa365,native_benchmark,StartElectricKettle,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SteamFish,RoboCasa / RoboCasa365,native_benchmark,SteamFish,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,docs/composite_tasks/task_attributes.json,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/docs/composite_tasks/task_attributes.json,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SteamInMicrowave,RoboCasa / RoboCasa365,native_benchmark,SteamInMicrowave,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SteamVeggiesWithWater,RoboCasa / RoboCasa365,native_benchmark,SteamVeggiesWithWater,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,docs/composite_tasks/task_attributes.json,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/docs/composite_tasks/task_attributes.json,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StirVegetables,RoboCasa / RoboCasa365,native_benchmark,StirVegetables,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StockingBreakfastFoods,RoboCasa / RoboCasa365,native_benchmark,StockingBreakfastFoods,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StopSlowCooking,RoboCasa / RoboCasa365,native_benchmark,StopSlowCooking,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,docs/composite_tasks/task_attributes.json,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/docs/composite_tasks/task_attributes.json,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StoreDumplings,RoboCasa / RoboCasa365,native_benchmark,StoreDumplings,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StoreLeftoversByType,RoboCasa / RoboCasa365,native_benchmark,StoreLeftoversByType,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StoreLeftoversInBowl,RoboCasa / RoboCasa365,native_benchmark,StoreLeftoversInBowl,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::StrainerSetup,RoboCasa / RoboCasa365,native_benchmark,StrainerSetup,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SweetSavoryToastSetup,RoboCasa / RoboCasa365,native_benchmark,SweetSavoryToastSetup,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SweetenCoffee,RoboCasa / RoboCasa365,native_benchmark,SweetenCoffee,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::SweetenHotChocolate,RoboCasa / RoboCasa365,native_benchmark,SweetenHotChocolate,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::ThawInSink,RoboCasa / RoboCasa365,native_benchmark,ThawInSink,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TiltPan,RoboCasa / RoboCasa365,native_benchmark,TiltPan,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::ToastBagel,RoboCasa / RoboCasa365,native_benchmark,ToastBagel,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::ToastBaguette,RoboCasa / RoboCasa365,native_benchmark,ToastBaguette,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::ToastHeatableIngredients,RoboCasa / RoboCasa365,native_benchmark,ToastHeatableIngredients,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,docs/composite_tasks/task_attributes.json,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/docs/composite_tasks/task_attributes.json,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::ToastOnCorrectRack,RoboCasa / RoboCasa365,native_benchmark,ToastOnCorrectRack,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::ToastOneSlotPair,RoboCasa / RoboCasa365,native_benchmark,ToastOneSlotPair,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,docs/composite_tasks/task_attributes.json,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/docs/composite_tasks/task_attributes.json,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::ToasterOvenBroilFish,RoboCasa / RoboCasa365,native_benchmark,ToasterOvenBroilFish,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,docs/composite_tasks/task_attributes.json,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/docs/composite_tasks/task_attributes.json,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TongBuffetSetup,RoboCasa / RoboCasa365,native_benchmark,TongBuffetSetup,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TransportCookware,RoboCasa / RoboCasa365,native_benchmark,TransportCookware,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOffMicrowave,RoboCasa / RoboCasa365,native_benchmark,TurnOffMicrowave,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOffSimmeredSauceHeat,RoboCasa / RoboCasa365,native_benchmark,TurnOffSimmeredSauceHeat,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOffSinkFaucet,RoboCasa / RoboCasa365,native_benchmark,TurnOffSinkFaucet,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOffStove,RoboCasa / RoboCasa365,native_benchmark,TurnOffStove,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOnBlender,RoboCasa / RoboCasa365,native_benchmark,TurnOnBlender,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOnElectricKettle,RoboCasa / RoboCasa365,native_benchmark,TurnOnElectricKettle,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOnMicrowave,RoboCasa / RoboCasa365,native_benchmark,TurnOnMicrowave,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOnSinkFaucet,RoboCasa / RoboCasa365,native_benchmark,TurnOnSinkFaucet,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOnStove,RoboCasa / RoboCasa365,native_benchmark,TurnOnStove,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOnToaster,RoboCasa / RoboCasa365,native_benchmark,TurnOnToaster,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnOnToasterOven,RoboCasa / RoboCasa365,native_benchmark,TurnOnToasterOven,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::TurnSinkSpout,RoboCasa / RoboCasa365,native_benchmark,TurnSinkSpout,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,robocasa/utils/dataset_registry.py,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/robocasa/utils/dataset_registry.py,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
robocasa::UtensilShuffle,RoboCasa / RoboCasa365,native_benchmark,UtensilShuffle,native_task_id,native_task_candidates,robocasa/robocasa,4f8a2980def75a55dff96b990745b83540425f09,docs/composite_tasks/task_attributes.json,https://github.com/robocasa/robocasa/blob/4f8a2980def75a55dff96b990745b83540425f09/docs/composite_tasks/task_attributes.json,[],[],[],not_normalized_or_cross_work_deduplicated,not_executed,"Official task catalogue ID, with dataset-registry membership recorded separately. A dataset subset is not the whole task bank; stage count is not measured difficulty."
